State,Year,Literacy_Rate,Employment_Rate,Unemployment_Rate,Average_Income,PM2_5_Level,Green_Cover_Percentage,Total_Crime_Cases,Health_Spending_Crore,Education_Spending_Crore
Kerala,2010,79.28778952379074,81.16761904593615,18.44,12493,52.83780958951281,28.21,184560,32116,51244
Kerala,2011,79.35186245655241,82.604745950705,17.21,13579,43.645127187690505,14.55,344446,78244,26694
Kerala,2012,79.63997455870285,84.32721649041068,14.97,14617,43.54552730615738,10.09,163224,50738,40150
Kerala,2013,82.44725253161249,92.9578091669748,7.05,15931,37.72565197525578,28.37,287855,51914,85507
Kerala,2014,83.41651932584084,84.17113858689332,16.28,16110,27.710590612559034,13.31,169956,56240,52148
Kerala,2015,83.31430382527185,89.02612190992654,10.52,15039,44.46878881240927,29.22,330912,62853,39917
Kerala,2016,81.56330494319815,95.70964196182089,5.05,17602,63.3733407519017,21.91,323021,12482,39442
Kerala,2017,86.38051912615525,85.4953960442638,14.76,18287,40.748332604776934,26.73,370178,28449,48536
Kerala,2018,86.95845510329626,87.31529029281202,13.2,19429,67.2392301447895,18.82,176737,21485,53565
Kerala,2019,89.42100758006818,81.21108272307394,18.46,19099,58.89049871687787,15.45,281026,62603,41399
Kerala,2020,89.79490854467133,90.3072626135333,10.12,17682,52.338606775161395,14.44,393671,40678,78230
Kerala,2021,84.58592482741115,81.01403304980235,18.44,24152,61.40961005101692,14.76,214929,44911,46821
Kerala,2022,91.47621790267215,92.54512375041824,7.9,26579,42.857767881421594,28.89,277157,76358,32327
Kerala,2023,87.0608827434958,89.58591966989677,10.5,25689,56.18051934350769,24.08,323952,33236,30358
Kerala,2024,89.8375843082457,89.12662560999239,11.15,22120,63.77250469055709,22.48,359829,11279,78197
West Bengal,2010,67.8202971425632,91.11220269718758,8.3,18332,68.24848593063105,19.42,318671,61920,43529
West Bengal,2011,70.72547128629537,83.5824650788617,15.97,19211,67.1894811061005,22.67,210774,33752,70029
West Bengal,2012,70.27521376661821,86.62861410912669,13.67,19518,67.53406274007078,23.66,206133,71268,53243
West Bengal,2013,70.78730062652156,80.53582599788791,18.99,20683,66.08092064868882,19.95,359483,11622,63756
West Bengal,2014,71.61128521600482,82.28160314604956,17.95,22852,66.63167834923485,22.01,197924,69052,26664
West Bengal,2015,74.24987620316963,85.06643109676988,14.25,22649,77.57145540143145,10.94,251371,48709,76120
West Bengal,2016,73.11213640925526,89.47408710633333,10.95,22363,49.237871762270686,17.11,372320,34762,26046
West Bengal,2017,75.84195456002618,93.62373834261574,5.76,23776,56.64084979245636,29.08,375685,31792,74129
West Bengal,2018,73.53737717083264,84.20614996883977,16.07,25665,68.26912951771781,21.94,216017,57304,47921
West Bengal,2019,76.98670777939016,85.482815466823,14.83,25047,56.64408031822323,18.26,281132,65337,28350
West Bengal,2020,74.97946429489338,80.82161409078522,18.83,23349,57.6615903452713,26.15,156960,45772,36520
West Bengal,2021,82.03059571198469,86.98101328354237,13.31,25258,58.298106641423516,20.84,240327,10338,86431
West Bengal,2022,80.49210055197594,91.52022113166677,8.61,30415,64.3074781462538,28.07,227454,37935,52641
West Bengal,2023,80.88870343605024,94.72057907190363,5.01,29890,62.581261040740245,19.46,363382,54813,52198
West Bengal,2024,82.52301770556667,83.95572265796189,15.54,34391,76.13386463230393,26.89,187265,27850,81150
Madhya Pradesh,2010,60.789662461566614,80.16868715416372,18.85,15155,66.77451694174034,16.8,301734,33510,55998
Madhya Pradesh,2011,60.80352159290231,88.26482502364985,11.91,16208,76.39213431529656,27.72,229273,62393,81081
Madhya Pradesh,2012,61.900830186602626,92.33759861431898,6.88,16895,52.17094321805871,28.78,219346,49974,31371
Madhya Pradesh,2013,62.04570444642454,81.37767209972066,18.67,16734,97.52022309554627,15.43,291688,60072,39574
Madhya Pradesh,2014,63.54820534139211,90.92827589195888,8.94,17823,58.57136341532731,12.21,183933,34951,47413
Madhya Pradesh,2015,66.49994707557674,91.06957138771911,9.27,19717,71.535045903934,10.9,285566,53001,82364
Madhya Pradesh,2016,67.9260011431723,81.18897725025508,18.66,19909,62.0723599122026,27.58,278301,39757,49636
Madhya Pradesh,2017,69.72915830300116,90.98527610682646,8.85,18973,74.94092084033909,14.61,214754,44157,55042
Madhya Pradesh,2018,65.12474969818841,83.67593535214415,16.69,20199,61.02527703974669,25.59,268533,60948,88781
Madhya Pradesh,2019,71.03518593171484,93.42752901454206,6.74,25500,78.87372428543493,23.92,262855,34578,43831
Madhya Pradesh,2020,69.64038559399411,89.4980779785914,10.66,25390,61.468427392641374,10.7,252979,44701,32674
Madhya Pradesh,2021,72.68875630323085,84.21463379490427,16.02,21652,76.00722736010226,23.1,214772,68762,65106
Madhya Pradesh,2022,69.17768342500149,83.02221393839645,16.21,21197,67.30186969117248,23.91,220831,51873,24903
Madhya Pradesh,2023,73.91502604951228,81.51839433999349,18.86,29401,30.04012408315361,21.85,300201,11591,26303
Madhya Pradesh,2024,74.08582777256818,88.7962343970068,11.51,24772,57.21063096066625,27.57,157314,29623,82675
Maharashtra,2010,69.41268775307297,81.83165843571176,17.66,19408,118.21739654612924,10.41,150769,69735,77955
Maharashtra,2011,69.8529872525409,79.88795976316291,19.99,20603,109.70065243586436,22.35,235305,38693,86932
Maharashtra,2012,70.66931617802439,84.3503463561862,15.63,21265,100.81228738184434,17.33,215725,45773,82435
Maharashtra,2013,72.09989096707126,88.82275160779913,11.11,21006,86.54082378839436,22.15,377348,20627,23792
Maharashtra,2014,73.27350313323416,92.29692998328426,7.87,22261,96.98921038941299,18.8,274358,58555,32159
Maharashtra,2015,72.2002373689802,94.35568339091559,6.36,22814,93.39236548396954,23.25,169457,76557,67995
Maharashtra,2016,73.13018110053666,95.08088336383642,5.46,25664,111.91190056263113,11.77,241387,11016,70591
Maharashtra,2017,77.27624497720858,90.55389040328429,8.79,25553,98.25305590518322,21.74,344776,49099,23571
Maharashtra,2018,75.02195706703233,84.75103499515302,15.56,24334,91.77710298091873,17.9,283767,58190,20258
Maharashtra,2019,75.80207021498693,91.33446665976771,9.33,28886,100.20353821865763,22.12,284633,36854,79505
Maharashtra,2020,75.23261225132396,93.14340426034461,7.05,28771,97.18097167110814,16.22,360647,73335,25965
Maharashtra,2021,81.48529722943738,87.62549021259298,12.92,25829,96.10937477960171,24.26,334064,16910,15206
Maharashtra,2022,79.01114875151615,81.38613522285038,19.62,26314,99.1533811978372,16.29,260687,28141,86910
Maharashtra,2023,79.87164901451818,91.84185477305348,8.67,27990,95.34076884109598,11.54,225450,32299,58585
Maharashtra,2024,82.50443003516286,84.55465429782087,15.57,27442,86.75160595242183,18.33,324013,31834,33047
Tamil Nadu,2010,80.21029584560193,83.94254423704238,16.58,18753,68.09105417145098,26.36,205016,19474,73053
Tamil Nadu,2011,80.68900415609663,86.33244391654846,13.74,19408,70.31219175692655,28.86,243557,71087,83840
Tamil Nadu,2012,81.41854954122452,80.98195152164247,19.03,20108,55.67612001128682,14.94,215318,33664,82172
Tamil Nadu,2013,81.57869736410015,80.37429288214314,19.45,21533,63.099444404616605,15.57,157392,65680,61717
Tamil Nadu,2014,83.46478837159347,88.12170667941606,12.66,23512,68.92183811726684,14.84,220467,62662,27688
Tamil Nadu,2015,84.60806838230437,85.11078566702899,14.48,23466,77.36097796488252,11.81,306256,52107,66663
Tamil Nadu,2016,83.01354740110204,89.62618386233906,11.14,24598,92.54585672452959,10.33,184754,21411,17911
Tamil Nadu,2017,83.8007963672154,94.35993206187018,5.89,24201,87.1435313396873,23.51,354728,49384,62254
Tamil Nadu,2018,87.66746218847221,89.74034691259902,9.56,24032,67.34198968501983,13.5,371807,26371,17049
Tamil Nadu,2019,90.81252516085398,94.66382464649571,5.52,26770,70.92647442899226,15.58,323714,25151,66407
Tamil Nadu,2020,92.09387103633686,92.25998674617419,6.69,29212,75.7450092696351,22.84,293946,42711,20539
Tamil Nadu,2021,92.26325468787806,89.41275400841552,10.9,24323,80.75994230968587,10.1,328047,31357,17869
Tamil Nadu,2022,90.0894970811119,95.3626157414945,5.08,26230,63.67470208671958,10.36,241412,13987,73871
Tamil Nadu,2023,92.18232647337011,92.44382202217396,7.26,31237,64.55337581305756,17.35,169830,27429,21893
Tamil Nadu,2024,94.04257456388669,94.7417738479778,5.32,30523,68.3084116223129,28.12,180746,59377,63404
Bihar,2010,71.97620079048524,91.81707871687514,9.16,14922,77.72413138706094,13.54,274123,28589,58484
Bihar,2011,73.41491035511352,92.99712664786904,6.75,15946,85.6343231273451,29.06,153420,10301,60236
Bihar,2012,74.68688844046605,94.1705462064717,5.3,16028,74.9633191190558,15.37,366386,36641,49584
Bihar,2013,75.09689954872574,93.4008317012313,7.34,18375,82.04553806939528,11.41,392289,14014,26093
Bihar,2014,75.47735617056114,84.7912935952654,16.19,17749,89.17979133309075,12.73,359141,64748,20801
Bihar,2015,77.8350896501333,92.15184783592393,7.85,20457,81.53970641858626,28.26,368617,12368,21655
Bihar,2016,77.25190573598955,81.26573151770418,19.24,21646,90.76645352163156,18.77,274862,62921,64726
Bihar,2017,80.80649899918575,93.25073795776544,7.42,22638,81.6391168250718,15.01,220313,63006,30338
Bihar,2018,77.76193955839746,87.45875788373081,12.17,23234,90.79974451677315,11.71,347484,68335,71179
Bihar,2019,80.76526150079567,90.24734708231605,9.51,20294,71.79566824247304,12.65,383841,27019,88847
Bihar,2020,79.18125410749607,87.19543725657736,13.42,20472,84.81735562862227,18.18,216617,26896,61175
Bihar,2021,81.60509851021047,91.56250713935425,9.28,25506,97.19671880713103,15.6,284415,23500,68222
Bihar,2022,84.04585897582437,86.82144043008718,13.46,27055,83.5074270805848,13.17,353861,71389,24435
Bihar,2023,80.76985466882716,80.17009282324898,19.39,29207,80.06344976914905,24.07,376507,53919,50247
Bihar,2024,87.06816271601514,86.18353055584971,14.81,26476,75.59089708028624,28.98,247379,78385,55158
Karnataka,2010,61.19955840272203,89.99451455109403,9.74,19201,82.92162100647666,28.88,312049,59115,75890
Karnataka,2011,62.27885040703822,89.99243110941427,9.84,20102,91.64526219766671,26.41,253691,48304,84449
Karnataka,2012,61.393205879146,84.28116891724481,15.89,20501,81.31809313312647,17.55,247532,37350,40351
Karnataka,2013,62.974491539592634,90.99708021035738,9.78,21416,89.14982642812764,23.86,188513,36092,26338
Karnataka,2014,65.65419831156427,91.45698798827611,8.97,23450,67.67530802282444,15.64,194425,48756,33888
Karnataka,2015,64.68043612950626,88.84743275018096,11.36,24262,75.87430668112643,21.61,369798,17357,47479
Karnataka,2016,66.88820981994881,86.66164426505907,13.57,25354,82.27620279919516,25.09,302424,65069,29397
Karnataka,2017,66.02915954302567,85.86175733432174,14.16,24159,87.22032304673317,23.54,313379,64098,75921
Karnataka,2018,67.41262163465356,87.00906975725925,13.27,24843,85.92606644055112,16.57,292202,70566,81703
Karnataka,2019,69.53536122746699,80.10521996115286,18.63,26816,85.90563260262024,18.83,188102,16801,87267
Karnataka,2020,69.58802986661887,92.4016962704651,7.45,30269,73.67064531617139,26.77,171677,56732,65343
Karnataka,2021,66.45704173412962,92.45066096745839,7.67,30139,97.11288429611172,28.94,318152,11324,50909
Karnataka,2022,71.94501338447068,86.65449295819025,12.77,28376,86.88866942645839,24.1,175289,65129,30485
Karnataka,2023,71.48689295589539,80.36316165890578,19.83,29966,89.77895937554338,24.92,389564,71629,81040
Karnataka,2024,70.28205217689819,84.18776438950695,15.71,34713,76.62744674098361,14.47,264821,77641,51395
Gujarat,2010,84.61544011610724,94.74773784915774,6.13,14672,84.2460302058707,11.51,221726,27640,67528
Gujarat,2011,85.84676448080447,87.60650986260742,13.18,15611,62.552005395609335,21.69,300159,51430,39504
Gujarat,2012,85.73313217871427,94.14709721544091,5.62,15753,64.45860269078838,16.71,159337,56427,76529
Gujarat,2013,86.94702828492379,83.36458114421664,16.56,16730,66.96512448352269,17.21,154835,30159,62605
Gujarat,2014,87.15383449623666,84.1630262171958,15.8,17823,58.14154407736879,12.66,272402,55445,20713
Gujarat,2015,87.8051794906544,88.49417026192019,11.28,20389,82.48633024925083,11.65,208141,33793,71570
Gujarat,2016,88.47628619341886,80.49751249201407,19.6,19253,73.03181354369993,17.62,170309,16970,87474
Gujarat,2017,90.94950950468302,80.57085896555621,19.05,18352,65.88348746374083,12.68,150404,50943,62926
Gujarat,2018,92.9374940721208,91.62469233253124,7.81,24270,72.36488192756462,25.38,160916,14809,47201
Gujarat,2019,91.30211546117114,83.93135561195014,16.38,20463,70.39669146538438,15.03,203932,27100,72091
Gujarat,2020,91.32916345626086,90.3947647921109,9.92,23998,67.30289623076074,23.43,339089,71877,58125
Gujarat,2021,96.3880026957062,84.21784212017,15.38,26458,68.68961729278519,29.36,275917,34285,52626
Gujarat,2022,94.10937799622319,82.45767771538131,17.99,20913,81.31854466245834,24.08,203682,69494,80215
Gujarat,2023,90.61966320346032,84.94421113541733,14.74,26540,85.39472410322439,17.84,304458,71886,68413
Gujarat,2024,95.95468041201805,93.78658261901899,6.34,24592,91.4705215694103,25.93,395897,65479,34963
Uttar Pradesh,2010,60.9531427515475,83.55017200630623,16.86,8550,97.21068061300288,16.83,287326,27144,39214
Uttar Pradesh,2011,62.19438696932565,82.26319371764815,17.72,9147,83.31269117277002,16.91,364879,43434,84724
Uttar Pradesh,2012,63.568046179267604,89.25737045607057,10.97,9863,92.34340465864479,26.44,368577,46668,38061
Uttar Pradesh,2013,62.97223502870512,81.55178517805622,18.19,11017,84.55626877971683,20.07,262428,33624,38321
Uttar Pradesh,2014,66.50804658760522,89.32176670828595,10.58,10779,84.26822995437244,27.47,300334,62796,19432
Uttar Pradesh,2015,65.66565506029714,91.98707028455983,7.91,13669,87.75359023329537,17.41,261317,18717,43699
Uttar Pradesh,2016,66.51456906045358,86.56671082672987,13.06,14689,86.12880609168573,10.73,392999,15126,20122
Uttar Pradesh,2017,68.99384361766371,87.59161291844211,12.32,14657,88.10427795422758,20.65,316926,56271,88688
Uttar Pradesh,2018,69.63179577515261,81.95569085056813,17.27,15708,80.66079103617245,26.81,287301,66793,62915
Uttar Pradesh,2019,68.23654884998959,84.89442312642895,14.86,16036,100.82460408011416,19.59,287443,36069,27910
Uttar Pradesh,2020,71.94085845681995,86.32756225331516,13.53,14443,80.0761578438954,15.68,344053,64553,63447
Uttar Pradesh,2021,72.70966476999084,85.21191012375232,14.66,21646,77.67468725825685,12.04,266421,11605,86158
Uttar Pradesh,2022,71.94665891969719,92.63925127706462,7.24,15288,96.19023632704406,26.12,366727,37446,28046
Uttar Pradesh,2023,68.72602455824502,80.23911790006993,19.73,21392,101.22562972449614,10.11,281189,23234,68441
Uttar Pradesh,2024,73.95544176789875,88.80972075904303,11.43,18294,96.00191189255821,25.39,287541,40105,57101
Rajasthan,2010,77.83677045239114,91.04725853706626,9.39,10394,107.94959379662984,28.64,255292,57362,35128
Rajasthan,2011,78.45376508180973,86.48511738657587,13.19,11278,88.24434974131036,20.98,189809,15287,49387
Rajasthan,2012,79.4840543383443,89.61839957230542,9.78,12458,97.77814312990157,18.24,374861,52078,27219
Rajasthan,2013,81.77835115839729,81.33897779387844,18.14,13428,128.79930468304522,28.77,234555,15415,51159
Rajasthan,2014,80.98700526974602,92.38639853940253,7.37,12785,93.25272178186991,13.27,236740,25524,34282
Rajasthan,2015,81.9343835232211,87.67403934109174,12.15,14149,108.02970786375809,27.54,365128,53303,74207
Rajasthan,2016,81.70189731344836,85.26500196690128,14.35,15337,110.67710025198716,20.05,300168,77728,49016
Rajasthan,2017,83.44399566345626,87.33194166787506,12.02,14220,93.6570657412562,14.58,161302,77506,56157
Rajasthan,2018,86.48831669691307,89.1919395862629,10.58,16269,109.44739304021365,22.4,209379,35053,24446
Rajasthan,2019,84.80355470352376,95.06071331005698,5.03,19634,99.19681869789393,24.14,182154,12336,82779
Rajasthan,2020,86.9542893022655,91.73751473291777,8.56,21531,113.43582511970033,12.21,221907,74435,55631
Rajasthan,2021,88.3864997587164,87.82128847344583,11.9,19639,95.14907204013608,18.18,284828,30609,31478
Rajasthan,2022,88.79696454423005,88.27350108892828,11.52,22409,108.907830005227,29.18,390487,22999,70318
Rajasthan,2023,88.89924538722582,93.74665084557634,5.79,18289,104.49459536837878,21.72,275885,27368,30328
Rajasthan,2024,84.99091467927379,93.06428041481261,6.92,26528,122.97982446459174,28.45,254263,10126,67329
Kerala,2010,79.23055517340443,81.1357856829046,18.44,12493,56.148496430231056,28.21,184560,32116,51244
Kerala,2011,80.3595382414939,83.0765639066206,17.21,13579,39.31473189546991,14.55,344446,78244,26694
Kerala,2012,80.21486272790567,84.13706675403294,14.97,14617,44.2088032087022,10.09,163224,50738,40150
Kerala,2013,81.78369615703596,92.77018516377377,7.05,15931,36.316035645458214,28.37,287855,51914,85507
Kerala,2014,84.00084890309802,83.87055366959586,16.28,16110,24.602429658654362,13.31,169956,56240,52148
Kerala,2015,83.47595477317847,89.57191725816125,10.52,15039,43.37920425481547,29.22,330912,62853,39917
Kerala,2016,83.13602117476826,96.29651683199025,5.05,17602,55.893147787429555,21.91,323021,12482,39442
Kerala,2017,86.6125201216523,85.41490001228395,14.76,18287,37.5676344613509,26.73,370178,28449,48536
Kerala,2018,87.24212742025358,86.297972701579,13.2,19429,71.59028375036193,18.82,176737,21485,53565
Kerala,2019,88.8682549217852,81.49226787645547,18.46,19099,51.99789065330711,15.45,281026,62603,41399
Kerala,2020,88.84076600910448,88.99187683326677,10.12,17682,48.19638359651549,14.44,393671,40678,78230
Kerala,2021,84.94409057868457,81.51970012535162,18.44,24152,57.93992506139831,14.76,214929,44911,46821
Kerala,2022,90.3454405016779,91.68347197149961,7.9,26579,46.485866507529536,28.89,277157,76358,32327
Kerala,2023,87.11294778291578,89.95769513778008,10.5,25689,57.539234576009335,24.08,323952,33236,30358
Kerala,2024,90.23734911643997,88.57522986270223,11.15,22120,62.126256765653146,22.48,359829,11279,78197
West Bengal,2010,69.05748652062742,91.64161704210238,8.3,18332,68.34307639254682,19.42,318671,61920,43529
West Bengal,2011,69.98888314960014,83.7122210792978,15.97,19211,60.51287770142105,22.67,210774,33752,70029
West Bengal,2012,71.66510377450865,87.19942567592666,13.67,19518,69.8241169613251,23.66,206133,71268,53243
West Bengal,2013,71.88890515317593,80.84937861694105,18.99,20683,72.74030509421094,19.95,359483,11622,63756
West Bengal,2014,71.10517630992169,82.9662785217396,17.95,22852,66.70207457771285,22.01,197924,69052,26664
West Bengal,2015,72.37408188382493,86.15707588105913,14.25,22649,78.20777353538925,10.94,251371,48709,76120
West Bengal,2016,71.88744316846231,89.2910333636677,10.95,22363,46.74751170314089,17.11,372320,34762,26046
West Bengal,2017,75.40738764782267,94.42436657365876,5.76,23776,60.76372697976071,29.08,375685,31792,74129
West Bengal,2018,72.93524389892035,84.12689864910813,16.07,25665,65.77348099678575,21.94,216017,57304,47921
West Bengal,2019,76.46651434850727,84.2061637103272,14.83,25047,57.77034223036548,18.26,281132,65337,28350
West Bengal,2020,74.62832496244854,81.03055830292462,18.83,23349,62.23037909389507,26.15,156960,45772,36520
West Bengal,2021,82.15484637717837,87.11257898559217,13.31,25258,58.45820570256718,20.84,240327,10338,86431
West Bengal,2022,80.40475061097045,91.36555140826295,8.61,30415,69.42084868925316,28.07,227454,37935,52641
West Bengal,2023,81.16325082191311,94.2874050765982,5.01,29890,62.24996261758697,19.46,363382,54813,52198
West Bengal,2024,82.93223720740507,84.43379777471127,15.54,34391,74.3724422825602,26.89,187265,27850,81150
Madhya Pradesh,2010,59.94226671682306,82.00205275812775,18.85,15155,68.40890867621744,16.8,301734,33510,55998
Madhya Pradesh,2011,61.18033230309062,88.71344585776737,11.91,16208,74.63339519444843,27.72,229273,62393,81081
Madhya Pradesh,2012,61.8779562221392,93.08899799531699,6.88,16895,53.95159923199478,28.78,219346,49974,31371
Madhya Pradesh,2013,61.935152628579445,81.80572463852904,18.67,16734,97.17830794902613,15.43,291688,60072,39574
Madhya Pradesh,2014,64.3999643649981,90.87674648981597,8.94,17823,58.3946149191751,12.21,183933,34951,47413
Madhya Pradesh,2015,67.17537541617185,89.87806420658664,9.27,19717,72.74408697972592,10.9,285566,53001,82364
Madhya Pradesh,2016,67.83938092584866,80.87776700593523,18.66,19909,60.13892315598043,27.58,278301,39757,49636
Madhya Pradesh,2017,69.16327856453489,91.9314443842541,8.85,18973,79.74419989420343,14.61,214754,44157,55042
Madhya Pradesh,2018,66.65536306842498,83.17300345908535,16.69,20199,63.3782719579603,25.59,268533,60948,88781
Madhya Pradesh,2019,71.60433372860106,93.1383080103125,6.74,25500,81.72911484648064,23.92,262855,34578,43831
Madhya Pradesh,2020,69.00145701444099,89.19008090186256,10.66,25390,58.453283783893816,10.7,252979,44701,32674
Madhya Pradesh,2021,72.87329866822954,84.9320682947865,16.02,21652,63.97674975329848,23.1,214772,68762,65106
Madhya Pradesh,2022,69.13876515675594,84.60297945768104,16.21,21197,70.95975619424851,23.91,220831,51873,24903
Madhya Pradesh,2023,73.44591159072938,82.24939011672407,18.86,29401,25.099790542561635,21.85,300201,11591,26303
Madhya Pradesh,2024,74.65520811118773,88.41047739479997,11.51,24772,56.447948523272395,27.57,157314,29623,82675
Maharashtra,2010,69.44028699052492,82.48781224437356,17.66,19408,119.85354559925992,10.41,150769,69735,77955
Maharashtra,2011,70.5215230100767,79.25167872528961,19.99,20603,109.48569320761911,22.35,235305,38693,86932
Maharashtra,2012,71.18846908487318,85.10846721305914,15.63,21265,102.80502793436943,17.33,215725,45773,82435
Maharashtra,2013,72.53532313739316,88.30611022436604,11.11,21006,96.89532745774531,22.15,377348,20627,23792
Maharashtra,2014,74.54477706772066,92.23838778188131,7.87,22261,102.18830483502327,18.8,274358,58555,32159
Maharashtra,2015,71.23755101577505,93.09134873618358,6.36,22814,94.96194013955432,23.25,169457,76557,67995
Maharashtra,2016,71.86303943254903,94.24556658663066,5.46,25664,108.4778878923667,11.77,241387,11016,70591
Maharashtra,2017,77.46715995561964,90.79136878447514,8.79,25553,98.20346970996162,21.74,344776,49099,23571
Maharashtra,2018,74.22656065079228,84.13606236966208,15.56,24334,97.97880325054693,17.9,283767,58190,20258
Maharashtra,2019,75.00761729905366,90.4004386484255,9.33,28886,96.80771727906041,22.12,284633,36854,79505
Maharashtra,2020,74.58494348697032,92.67586560253747,7.05,28771,90.3413384914322,16.22,360647,73335,25965
Maharashtra,2021,80.79900978120999,87.49666695589015,12.92,25829,99.52248040475493,24.26,334064,16910,15206
Maharashtra,2022,79.22073136410239,79.82756860346873,19.62,26314,101.36278446604088,16.29,260687,28141,86910
Maharashtra,2023,79.97957758015131,91.44027071350693,8.67,27990,93.23131829606528,11.54,225450,32299,58585
Maharashtra,2024,82.19174479963664,85.03897957615278,15.57,27442,87.63263859583199,18.33,324013,31834,33047
Tamil Nadu,2010,78.89447885392754,83.1634018177433,16.58,18753,72.11761823407288,26.36,205016,19474,73053
Tamil Nadu,2011,80.76687777587377,85.9010405546262,13.74,19408,69.51110343659467,28.86,243557,71087,83840
Tamil Nadu,2012,81.94590200270127,80.85473768740988,19.03,20108,63.26779547437309,14.94,215318,33664,82172
Tamil Nadu,2013,81.54054421561294,81.13986260418035,19.45,21533,67.44432645525556,15.57,157392,65680,61717
Tamil Nadu,2014,82.68167995988958,87.43705381547669,12.66,23512,74.34066108143007,14.84,220467,62662,27688
Tamil Nadu,2015,85.2223450754135,85.2543928526962,14.48,23466,79.05221070915906,11.81,306256,52107,66663
Tamil Nadu,2016,83.64964574980054,89.10193832559402,11.14,24598,91.68616324869572,10.33,184754,21411,17911
Tamil Nadu,2017,84.21979018420707,93.55885392508179,5.89,24201,85.57980229653354,23.51,354728,49384,62254
Tamil Nadu,2018,86.73346552955923,90.78067975522147,9.56,24032,76.50644195247644,13.5,371807,26371,17049
Tamil Nadu,2019,91.55828575083224,94.68430365385089,5.52,26770,69.00011282416482,15.58,323714,25151,66407
Tamil Nadu,2020,91.39073521348651,93.15609576443056,6.69,29212,80.36381801739729,22.84,293946,42711,20539
Tamil Nadu,2021,92.58634773024502,88.68070710077637,10.9,24323,73.61310719804385,10.1,328047,31357,17869
Tamil Nadu,2022,89.48336602046341,94.47665953885827,5.08,26230,65.21722104002042,10.36,241412,13987,73871
Tamil Nadu,2023,92.37835887440424,93.00740866817296,7.26,31237,61.56254321198099,17.35,169830,27429,21893
Tamil Nadu,2024,92.52759864298655,95.29449025124454,5.32,30523,74.38981250776078,28.12,180746,59377,63404
Bihar,2010,72.48352697003828,90.52134612648561,9.16,14922,79.67333492209418,13.54,274123,28589,58484
Bihar,2011,74.11585424007117,93.47919335177575,6.75,15946,81.46187460354983,29.06,153420,10301,60236
Bihar,2012,73.68404942853432,93.65648649069897,5.3,16028,71.7036363989543,15.37,366386,36641,49584
Bihar,2013,74.08321930106163,92.3676911346714,7.34,18375,78.91601504367688,11.41,392289,14014,26093
Bihar,2014,76.3055851637468,83.79447053356455,16.19,17749,96.28334212652672,12.73,359141,64748,20801
Bihar,2015,77.79533816142407,91.69515829150909,7.85,20457,81.91801856134366,28.26,368617,12368,21655
Bihar,2016,76.89546363067005,80.29174681260521,19.24,21646,78.04502191742333,18.77,274862,62921,64726
Bihar,2017,81.39995234369803,92.24611022176556,7.42,22638,86.50620895878363,15.01,220313,63006,30338
Bihar,2018,76.97719223013156,87.97609636416318,12.17,23234,90.8558398218626,11.71,347484,68335,71179
Bihar,2019,80.57300485677347,90.3963354907968,9.51,20294,69.44050257852099,12.65,383841,27019,88847
Bihar,2020,79.79896293566962,85.46088438333751,13.42,20472,90.00138375697283,18.18,216617,26896,61175
Bihar,2021,82.04604429592716,89.65964992368247,9.28,25506,93.65856946750807,15.6,284415,23500,68222
Bihar,2022,85.16865410663276,86.23656741107142,13.46,27055,83.33945384914531,13.17,353861,71389,24435
Bihar,2023,79.17714253849833,80.83884329302677,19.39,29207,79.14375000202622,24.07,376507,53919,50247
Bihar,2024,87.84104768600466,83.81624757863739,14.81,26476,78.45758313713908,28.98,247379,78385,55158
Karnataka,2010,60.529646290203246,90.01013491192418,9.74,19201,85.24691402192992,28.88,312049,59115,75890
Karnataka,2011,62.09087064469939,89.89687607174129,9.84,20102,85.28116259273474,26.41,253691,48304,84449
Karnataka,2012,62.45075559836343,84.80416888910422,15.89,20501,78.06198613078104,17.55,247532,37350,40351
Karnataka,2013,62.70600207453288,90.02748909414356,9.78,21416,85.22750941064616,23.86,188513,36092,26338
Karnataka,2014,64.4632910648269,91.22149449237047,8.97,23450,69.66589830954901,15.64,194425,48756,33888
Karnataka,2015,65.09998607146956,88.71062857004374,11.36,24262,82.94465078822913,21.61,369798,17357,47479
Karnataka,2016,66.65114231512395,85.3647167600964,13.57,25354,82.0597757579057,25.09,302424,65069,29397
Karnataka,2017,67.3266936237633,86.22410360831587,14.16,24159,89.9630206300446,23.54,313379,64098,75921
Karnataka,2018,67.98826766554137,86.83769825272815,13.27,24843,82.23182350534928,16.57,292202,70566,81703
Karnataka,2019,69.67733922434394,81.6241343198373,18.63,26816,88.34899159329356,18.83,188102,16801,87267
Karnataka,2020,70.29234015293245,94.51311885321816,7.45,30269,74.22744738047419,26.77,171677,56732,65343
Karnataka,2021,65.76643685523516,91.2879435302507,7.67,30139,93.91798585246256,28.94,318152,11324,50909
Karnataka,2022,71.84419298074467,88.09234832488056,12.77,28376,77.40739978573026,24.1,175289,65129,30485
Karnataka,2023,71.97020695397222,80.02627624029982,19.83,29966,91.54016817741793,24.92,389564,71629,81040
Karnataka,2024,70.7315528605143,84.43366445220151,15.71,34713,79.62836554242023,14.47,264821,77641,51395
Gujarat,2010,83.92654450865903,93.84724387734938,6.13,14672,82.48191571113497,11.51,221726,27640,67528
Gujarat,2011,85.69832637626365,86.60788183330097,13.18,15611,65.13578959563539,21.69,300159,51430,39504
